title,company,town,link 
Продавець-консультант (м. Житомирська),Novus,Київ,https://grc.ua/vacancies/69938361
Касир (метро Оскорки),Novus,Київ,https://grc.ua/vacancies/69938362
Продавець продовольчих товарів (Ашан Чернігівська),Ашан Рітейл Україна,Київ,https://grc.ua/vacancies/69941438
Касир на інфо касу (метро Осокорки),Novus,Київ,https://grc.ua/vacancies/69938364
Касир (м. Житомирська),Novus,Київ,https://grc.ua/vacancies/69938368
Касир інфокаси (Виноградар),Novus,Київ,https://grc.ua/vacancies/69938370
Завідуючий відділом (стажування для випускників ВНЗ),Ашан Рітейл Україна,Київ,https://grc.ua/vacancies/69941432
Продавець-консультант (Дарницький район),Novus,Київ,https://grc.ua/vacancies/69938376
Касир (Росток),Novus,Київ,https://grc.ua/vacancies/69938377
"Продавець продовольчих товарів (НАУ, Росток)",Novus,Київ,https://grc.ua/vacancies/69938379
Продавец-консультант ( Оболонь),Novus,Київ,https://grc.ua/vacancies/69942594
Заступник (менеджера) керівника відділу,Ашан Рітейл Україна,Дніпро,https://grc.ua/vacancies/69941442
Менеджер з продажу,grc.ua,Київ,https://grc.ua/vacancies/69930347
Продавець-консультант (молочний відділ),Novus,Тернопіль,https://grc.ua/vacancies/69938192
"Касир інформаційного центру в новий магазин (Росток, НАУ)",Novus,Київ,https://grc.ua/vacancies/69938186
"Продавець-касир (ЖК ""Софія Residence"", ""Мі Маркет"")",Novus,Київ,https://grc.ua/vacancies/69938214
Продавець за прилавок (Олімпійська),Novus,Київ,https://grc.ua/vacancies/69938215
Продавець-консультант (м. Дарниця),Novus,Київ,https://grc.ua/vacancies/69938190
Касир (на кассу самообслуговування),Novus,Київ,https://grc.ua/vacancies/69938198
Товарознавець у супермаркет (ЖК Львівський Маєток ),Novus,Київ,https://grc.ua/vacancies/69938247
Продавець-консультант (Святошинський р-н.),Novus,Київ,https://grc.ua/vacancies/69938244
Касир торговельного залу ( м.Мінська ),Novus,Київ,https://grc.ua/vacancies/69938253
Касир інфоцентру (Троєщина),Novus,Київ,https://grc.ua/vacancies/69938240
"Продавець за прилавок, ТЦ ""Скай Молл"" (Троєщина)",Novus,Київ,https://grc.ua/vacancies/69938241
Продавець у супермаркет (Оболонь),Novus,Київ,https://grc.ua/vacancies/69938249
Касир (Кільцева дорога),Novus,Київ,https://grc.ua/vacancies/69938251
Касир (Центр Бучі),Novus,Буча,https://grc.ua/vacancies/69938256
"Продавець (відділ гастрономія), ТЦ ""Скаймолл"", Троещина",Novus,Київ,https://grc.ua/vacancies/69938238
"Продавець на викладку товарів, ТЦ Скай Молл",Novus,Київ,https://grc.ua/vacancies/69938239
"Касир торговельного залу, проспект Романа Шухевича, 2 Т",Novus,Київ,https://grc.ua/vacancies/69938242
Продавець-консультант (м. Університет),Novus,Київ,https://grc.ua/vacancies/69938252
Продавець-консультант,Novus,Рівне,https://grc.ua/vacancies/69938235
Адміністратор залу,Novus,Київ,https://grc.ua/vacancies/69938220
Продавець за прилавок в супермаркет (Троєщина),Novus,Київ,https://grc.ua/vacancies/69938227
Продавець (Крюківщина),Novus,Буча,https://grc.ua/vacancies/69938228
Продавець продовольчих товарів (Оболонь),Novus,Київ,https://grc.ua/vacancies/69938222
Продавець за прилавок (Шевченківський район),Novus,Київ,https://grc.ua/vacancies/69938224
Касир (м. Університет),Novus,Київ,https://grc.ua/vacancies/69938230
Касир (Шевченківський район),Novus,Київ,https://grc.ua/vacancies/69938231
Касир інфоцентру (м. Лівобережна),Novus,Київ,https://grc.ua/vacancies/69938218
Продавець (Крюківщина),Novus,Буча,https://grc.ua/vacancies/69938226
Касир каси самообслуговування (Борщагівка),Novus,Київ,https://grc.ua/vacancies/69938263
Продавець за прилавок (Лавіна мол),Novus,Київ,https://grc.ua/vacancies/69938265
Продавець на викладку (Лавіна мол),Novus,Київ,https://grc.ua/vacancies/69938267
Касир (м. Святошин),Novus,Київ,https://grc.ua/vacancies/69938268
Старший касир (Борщагівка),Novus,Київ,https://grc.ua/vacancies/69938258
Касир (Дарницька Площа),Novus,Київ,https://grc.ua/vacancies/69938178
Продавець-консультант (Харківський масив),Novus,Київ,https://grc.ua/vacancies/69938173
Продавець на відділ кулінарії (Дарницький район),Novus,Київ,https://grc.ua/vacancies/69938177
Інфо-касир (Дніпровський район),Novus,Київ,https://grc.ua/vacancies/69938174
"Касир каси самообслуговування в новий магазин (Росток, НАУ)",Novus,Київ,https://grc.ua/vacancies/69938184
Завідуючий відділом в супермаркет,Ашан Рітейл Україна,Чернівці,https://grc.ua/vacancies/69941322
Касир,Ашан Рітейл Україна,Львів,https://grc.ua/vacancies/69941363
Продавець / Комплектувальник товарів,Ашан Рітейл Україна,Львів,https://grc.ua/vacancies/69941361
Продавець-касир (ЖК Нова Англія),Ашан Рітейл Україна,Київ,https://grc.ua/vacancies/69941367
"Продавець непродовольчих товарів (Побутова техніка, текстиль) Ашан Сосніних",Ашан Рітейл Україна,Київ,https://grc.ua/vacancies/69941368
"Заступник начальника (керівника, менеджера) відділу (Ашан Сосніних)",Ашан Рітейл Україна,Київ,https://grc.ua/vacancies/69941365
Заступник керівника відділу (Ашан Чернігівська),Ашан Рітейл Україна,Київ,https://grc.ua/vacancies/69941358
Керівник відділу (непродовольча група),Ашан Рітейл Україна,Київ,https://grc.ua/vacancies/69941353
Продавець / Комплектувальник (Ашан Лівобережний),Ашан Рітейл Україна,Дніпро,https://grc.ua/vacancies/69941350
Касир (Ашан Либідська),Ашан Рітейл Україна,Київ,https://grc.ua/vacancies/69941344
Продавець (Ашан Зоряний),Ашан Рітейл Україна,Дніпро,https://grc.ua/vacancies/69941330
Менеджер касового департаменту в гіпермаркет,Ашан Рітейл Україна,Київ,https://grc.ua/vacancies/69941326
Керуючий відділом (експансія),Ашан Рітейл Україна,Київ,https://grc.ua/vacancies/69941324
"Продавец - консультант (ТЦ ""Амстор"")",lifecell,Запоріжжя,https://grc.ua/vacancies/69940599
Продавец - консультант,lifecell,Шостка,https://grc.ua/vacancies/69940601
Продавець продовольчих товарів (з проживанням),Novus,Київ,https://grc.ua/vacancies/69942535
"Адміністратор залу (пр-т Павла Тичини, 1в)",Watsons Украина,Київ,https://grc.ua/vacancies/69941336
Адміністратор залу (проспект Соборний),Watsons Украина,Запоріжжя,https://grc.ua/vacancies/69941343
"Адміністратор залу (вул. О. Мишуги, 4)",Watsons Украина,Київ,https://grc.ua/vacancies/69941333
"Адміністратор залу (пр-т Слобожанський, 74А)",Watsons Украина,Дніпро,https://grc.ua/vacancies/69941341
"Адміністатор залу (пр-т Повітрофлотський, 44)",Watsons Украина,Київ,https://grc.ua/vacancies/69941337
Фахівець по роботі з ключовими клієнтами,PepsiCo,Ужгород,https://grc.ua/vacancies/69941338
"Адміністратор залу ( вул. Щербакова, 53)",Watsons Украина,Київ,https://grc.ua/vacancies/69941339
"Адміністратор залу (проспект Голосіївський, 128)",Watsons Украина,Київ,https://grc.ua/vacancies/69941340
Супервайзер FMCG,PepsiCo,Львів,https://grc.ua/vacancies/69941342
Адміністратор залу (Преображенська),Watsons Украина,Одеса,https://grc.ua/vacancies/69941346
"Менеджер з продажу, торговий представник (з авто)",Юг-Контракт,Київ,https://grc.ua/vacancies/69940597
Торговий Агент з авто Біла Церква,Bayadera Group,Біла Церква,https://grc.ua/vacancies/69938911
Торговий представник з авто,Bayadera Group,Миколаїв,https://grc.ua/vacancies/69938918
Торговельний агент з авто,Bayadera Group,Харків,https://grc.ua/vacancies/69938916
Агент торговельний з авто  (м. Павлоград),Bayadera Group,Павлоград,https://grc.ua/vacancies/69938889
Продавець-консультант (Бульварно-Кудрявська),Novus,Київ,https://grc.ua/vacancies/69942527
Продавець продовольчих товарів (Бульварно-Кудрявська),Novus,Київ,https://grc.ua/vacancies/69942528
Касир (Оболонський р-н),VARUS,"Днепр, проспект Александра Поля, 104",https://grc.ua/vacancies/69937759
Торговий представник з авто,Bayadera Group,Львів,https://grc.ua/vacancies/69938910
Торговий представник з авто (HoReCa),Bayadera Group,Львів,https://grc.ua/vacancies/69938905
Торговий представник з авто,Bayadera Group,Луцьк,https://grc.ua/vacancies/69938973
Продавець продовольчих товарів (м. Осокорки),Novus,Київ,https://grc.ua/vacancies/69942513
Продавець в м`ясний відділ (м.Осокорки),Novus,Київ,https://grc.ua/vacancies/69942517
Продавець на викладку товарів (Дніпровський район),Novus,Київ,https://grc.ua/vacancies/69942515
Торговий представник з авто (область),Bayadera Group,Львів,https://grc.ua/vacancies/69938979
Продавець-консультант (Братиславська),Novus,Київ,https://grc.ua/vacancies/69942524
Продавець за прилавок (Троєщина),Novus,Київ,https://grc.ua/vacancies/69942525
Продавець-консультант,Bayadera Group,Київ,https://grc.ua/vacancies/69938950
Продавець-консультант (м. Житомирська),Novus,Київ,https://grc.ua/vacancies/69942514
"Торговельний агент з авто, HoReCa",Bayadera Group,Харків,https://grc.ua/vacancies/69938971
Торговельний агент з авто,Bayadera Group,Нікополь,https://grc.ua/vacancies/69938958
Торговий представник з авто,Bayadera Group,Одеса,https://grc.ua/vacancies/69938939
Агент торговельний (ХоРеКа),Bayadera Group,Тернопіль,https://grc.ua/vacancies/69938944
Агент торговельний (HoReCa),Bayadera Group,Кривий Ріг,https://grc.ua/vacancies/69938951
Торговельний агент з авто,Bayadera Group,Покров,https://grc.ua/vacancies/69938956
"Оператор, продавець-касир АЗК (м. Одеса, Фонтанська дорога, 2а, (Телецентр)",WOG,Одеса,https://grc.ua/vacancies/69941021
"Оператор, продавець-касир АЗК (Бориса Кротова)",WOG,Дніпро,https://grc.ua/vacancies/69941023
"Помічник оператора АЗК, заправник (вул. Рівненська)",WOG,Луцьк,https://grc.ua/vacancies/69941020
"Помічник оператора АЗК, заправник (с.Клочове)",WOG,Житомир,https://grc.ua/vacancies/69941022
"Помічник оператора АЗК, Заправник (Говтвянчик)",WOG,Полтава,https://grc.ua/vacancies/69941024
"Оператор, продавець-касир АЗК (3 зупинки від м. Деміївська)",WOG,Київ,https://grc.ua/vacancies/69941027
"Оператор, продавець-касир АЗК (с.Річки)",WOG,Рава-Руська,https://grc.ua/vacancies/69941035
"Оператор, продавець-касир АЗК (р-н Арени Львів)",WOG,Львів,https://grc.ua/vacancies/69941036
"Оператор, продавець-касир АЗК (с. Шегині)",WOG,Мостиська,https://grc.ua/vacancies/69941026
"Оператор, продавець, касир АЗК (м. Вирлиця)",WOG,Сколе,https://grc.ua/vacancies/69941029
"Оператор, продавець, касир АЗК (с. Дубина)",WOG,Сколе,https://grc.ua/vacancies/69941033
"Оператор, продавець-касир АЗК (вул. Чорновола)",WOG,Львів,https://grc.ua/vacancies/69941034
"Оператор, продавець, касир АЗК (Соломянський р-н)",WOG,Київ,https://grc.ua/vacancies/69941028
"Оператор, продавець, касир АЗК( Народного ополчення)",WOG,Київ,https://grc.ua/vacancies/69941030
Помічник оператора АЗК (Ямниця),WOG,Івано-Франківськ,https://grc.ua/vacancies/69941031
Помічник оператора АЗК (Отинія),WOG,Івано-Франківськ,https://grc.ua/vacancies/69941039
"Помічник оператора АЗК, заправник (біля с. Глибочиця)",WOG,Житомир,https://grc.ua/vacancies/69941041
"Помічник оператора АЗК, заправник (вул. Довженка)",WOG,Івано-Франківськ,https://grc.ua/vacancies/69941043
"Оператор, продавець-касир АЗК (Тисмениця)",WOG,Тисмениця,https://grc.ua/vacancies/69941045
"Оператор, продавець-касир АЗК (с. Розівка)",WOG,Розівка,https://grc.ua/vacancies/69941047
"Оператор, продавець-касир АЗК (Хуст)",WOG,Хуст,https://grc.ua/vacancies/69941051
"Оператор, продавець-касир АЗК (с. Сапіжанка)",WOG,Кам'янка-Бузька,https://grc.ua/vacancies/69941052
"Оператор, продавець-касир АЗК",WOG,Червоноград,https://grc.ua/vacancies/69941037
Помічник оператора АЗК (Комарова),WOG,Чернівці,https://grc.ua/vacancies/69941032
"Оператор, продавець-касир АЗК",WOG,Запоріжжя,https://grc.ua/vacancies/69941057
"Оператор АЗК (продавець-касир) Чернігівська обл., с. Красне",WOG,Чернігів,https://grc.ua/vacancies/69941059
"Помічник оператора АЗК, заправник (вул. Стрийська)",WOG,Дрогобич,https://grc.ua/vacancies/69941038
"Помічник оператора АЗК, заправник ( вул. Минайська)",WOG,Ужгород,https://grc.ua/vacancies/69941050
"Оператор, продавець-касир АЗК (без досвіду роботи)",WOG,Вінниця,https://grc.ua/vacancies/69941055
"Помічник оператора АЗК, Заправник (Люстдорфська дорога 137)",WOG,Одеса,https://grc.ua/vacancies/69941056
"Оператор, продавець-касир АЗК (смт. Делятин)",WOG,Яремче,https://grc.ua/vacancies/69941040
"Помічник оператора АЗК, заправник (вул. Володимирська)",WOG,Луцьк,https://grc.ua/vacancies/69941042
"Оператор, продавець-касир АЗК (с. Сілець)",WOG,Великі Мости,https://grc.ua/vacancies/69941046
"Оператор АЗК, продавець-касир (Оболонський р-н)",WOG,Київ,https://grc.ua/vacancies/69941081
"Оператор, продавець, касир в Чабанах",WOG,Чабани,https://grc.ua/vacancies/69941083
"Помічник оператора АЗК, заправник (с.Коростівці)",WOG,Жмеринка,https://grc.ua/vacancies/69941085
"Помічник оператора АЗК, заправник",WOG,Хмельницький,https://grc.ua/vacancies/69941086
"Оператор, продавець, касир АЗК (Чернігівська обл. с. Кіпті)",WOG,Чернігів,https://grc.ua/vacancies/69941064
"Оператор, продавець, касир АЗК(м. Чернігівська)",WOG,Київ,https://grc.ua/vacancies/69941063
"Помічник оператора АЗК, Заправник (Первомайськ)",WOG,Первомайськ (Україна),https://grc.ua/vacancies/69941062
"Оператор, продавець, касир АЗК (м. Лівобережна)",WOG,Київ,https://grc.ua/vacancies/69941060
"Помічник оператора АЗК, заправник (вул. Конякіна)",WOG,Луцьк,https://grc.ua/vacancies/69941044
"Оператор, касир АЗК (траса Київ-Одеса, 35 км. с. Калинівка)",WOG,Васильків,https://grc.ua/vacancies/69941073
"Оператор, продавець, касир АЗК(м. Почайна)",WOG,Київ,https://grc.ua/vacancies/69941082
"Оператор, продавець-касир АЗК (с. Зарванці)",WOG,Вінниця,https://grc.ua/vacancies/69941084
"Помічник оператора АЗК, заправник",WOG,Житомир,https://grc.ua/vacancies/69941088
"Оператор, продавець-касир АЗК (Казатин с. Махнівка)",WOG,Бердичів,https://grc.ua/vacancies/69941089
"Помічник оператора АЗК, Заправник (вул. Магістральна, 100б)",WOG,Запоріжжя,https://grc.ua/vacancies/69941065
"Помічник оператора АЗК, Заправник (Пирятин)",WOG,Пирятин,https://grc.ua/vacancies/69941066
"Оператор, продавець-касир АЗК (автодорога Київ-Одеса)",WOG,Одеса,https://grc.ua/vacancies/69941067
"Оператор, продавець-касир АЗК (вул. Великотирнівська)",WOG,Полтава,https://grc.ua/vacancies/69941072
"Оператор, продавець, касир АЗК (зупинка електрички Видубичі)",WOG,Київ,https://grc.ua/vacancies/69941075
"Оператор, продавець-касир (Сокольники р-н ""Кінг-Кросс"", ""Ашан"")",WOG,Львів,https://grc.ua/vacancies/69941078
"Оператор, продавець-касир АЗК",WOG,Могилів-Подільський,https://grc.ua/vacancies/69941093
"Оператор, продавець-касир АЗК (смт. Краковець)",WOG,Львів,https://grc.ua/vacancies/69941095
"Оператор, продавець-касир АЗК",WOG,Одеса,https://grc.ua/vacancies/69941071
"Оператор, продавець-касир АЗК (с. Смотрич)",WOG,Кам'янець-Подільський,https://grc.ua/vacancies/69941091
"Оператор, продавець-касир АЗК",WOG,Житомир,https://grc.ua/vacancies/69941092
"Помічник оператора АЗК, Заправник",WOG,Єланець,https://grc.ua/vacancies/69941068
"Оператор, продавець-касир АЗК (Люстдорфська дорога, 137)",WOG,Васильків,https://grc.ua/vacancies/69941070
"Оператор, продавець-касир АЗК (с. Бартатів)",WOG,Городок (Львівська область),https://grc.ua/vacancies/69941101
"Помічник оператора АЗК, заправник (Мостиська)",WOG,Мостиська,https://grc.ua/vacancies/69941104
"Оператор, продавець-касир АЗК",WOG,Летичів,https://grc.ua/vacancies/69941099
"Помічник оператора АЗК, заправник (Вінники с. Підгірне)",WOG,Львів,https://grc.ua/vacancies/69941102
"Оператор, продавець-касир АЗК (Делятин)",WOG,Яремче,https://grc.ua/vacancies/69941103
"Помічник оператора АЗК, заправник (Мостиська)",WOG,Мостиська,https://grc.ua/vacancies/69941098
"Оператор, продавець-касир АЗК (с. Левків)",WOG,Житомир,https://grc.ua/vacancies/69941090
"Оператор, продавець-касир АЗК (с. Зарічани)",WOG,Житомир,https://grc.ua/vacancies/69941094
"Оператор, продавець-касир АЗК (вул. Довженка)",WOG,Івано-Франківськ,https://grc.ua/vacancies/69941097
"Оператор, продавець-касир АЗК (Краковець с. Глиниці)",WOG,Львів,https://grc.ua/vacancies/69941119
"Помічник оператора АЗК, Заправник",WOG,Суми,https://grc.ua/vacancies/69941120
"Оператор, продавець-касир АЗК (с. Ков'ярі)",WOG,Миколаїв,https://grc.ua/vacancies/69941112
"Оператор, продавець-касир АЗК (смт. Запитів)",WOG,Львів,https://grc.ua/vacancies/69941111
"Оператор, продавець-касир АЗК (вул. Довженка)",WOG,Івано-Франківськ,https://grc.ua/vacancies/69941108
"Оператор, продавець-касир АЗК (с. Рясне-Руське)",WOG,Львів,https://grc.ua/vacancies/69941107
"Оператор, продавець-касир АЗК (вул. Тисменицька)",WOG,Івано-Франківськ,https://grc.ua/vacancies/69941109
"Оператор, продавець-касир АЗК (вул. Володимирська)",WOG,Луцьк,https://grc.ua/vacancies/69941110
"Помічник оператора АЗК, заправник (с. Солонка)",WOG,Львів,https://grc.ua/vacancies/69941105
"Оператор, продавець-касир АЗК",WOG,Чернівці,https://grc.ua/vacancies/69941106
"Оператор, продавець-касир АЗК (с. Павшино)",WOG,Мукачеве,https://grc.ua/vacancies/69941141
"Оператор, продавець-касир АЗК (Павлоград)",WOG,Павлоград,https://grc.ua/vacancies/69941132
"Оператор, продавець-касир АЗК (с. Солонка)",WOG,Миколаїв,https://grc.ua/vacancies/69941136
"Оператор, продавець-касир АЗК (Мигія)",WOG,Первомайськ (Україна),https://grc.ua/vacancies/69941129
"Оператор, продавець-касир АЗК",WOG,Хмельницький,https://grc.ua/vacancies/69941114
"Оператор, продавець-касир АЗК (без досвіду роботи)",WOG,Житомир,https://grc.ua/vacancies/69941116
"Помічник оператора АЗК, Заправник (автодорога Київ-Одеса)",WOG,Одеса,https://grc.ua/vacancies/69941118
"Оператор, продавець-касир АЗК (с. Солонка)",WOG,Львів,https://grc.ua/vacancies/69941113
"Оператор, продавець-касир АЗК (без досвіду роботи)",WOG,Хмельницький,https://grc.ua/vacancies/69941115
"Оператор , продавець-касир АЗК (Бережани)",WOG,Тернопіль,https://grc.ua/vacancies/69941117
"Оператор, продавець-касир АЗК (с. Верхній Коропець)",WOG,Мукачеве,https://grc.ua/vacancies/69941189
Спеціаліст з тендерів (технічна частина),Лоран,"Київ, вулиця Солом'янська, 11а",https://grc.ua/vacancies/69942509
"Помічник оператора АЗК, заправник (вул. Минайська)",WOG,Ужгород,https://grc.ua/vacancies/69941143
"Оператор, продавець-касир АЗК (вул. Тисменицька)",WOG,Івано-Франківськ,https://grc.ua/vacancies/69941144
"Оператор, продавець-касир АЗК (с. Гамаліївка)",WOG,Суми,https://grc.ua/vacancies/69941163
"Оператор, продавець-касир АЗК (с. Бартатів)",WOG,Городок (Львівська область),https://grc.ua/vacancies/69941173
"Помічник оператора АЗК, заправник (смт. Солотвино)",WOG,Тячів,https://grc.ua/vacancies/69941139
"Оператор, продавець-касир АЗК (вул. Хотинська)",WOG,Чернівці,https://grc.ua/vacancies/69941138
"Оператор, продавець-касир АЗК (вул. Сучкова, 41)",WOG,Новомосковськ (Дніпропетровська область),https://grc.ua/vacancies/69941247
"Оператор, продавець-касир АЗК",WOG,Сокаль,https://grc.ua/vacancies/69941150
"Оператор, продавець-касир АЗК (Ізмаїл)",WOG,Ізмаїл,https://grc.ua/vacancies/69941232
"Помічник оператора АЗК, Заправник (Софиевка)",WOG,Вишневе,https://grc.ua/vacancies/69941242
"Оператор, продавець-касир АЗК",WOG,Долина,https://grc.ua/vacancies/69941164
"Оператор, продавець - касир АЗК (Сумы)",WOG,Суми,https://grc.ua/vacancies/69941193
"Оператор, продавець-касир АЗК (с. Розівка)",WOG,Ужгород,https://grc.ua/vacancies/69941162
"Оператор, продавець-касир АЗК (Солотвіно)",WOG,Тячів,https://grc.ua/vacancies/69941166
"Помічник оператора АЗК, Заправник",WOG,Кам'янське,https://grc.ua/vacancies/69941250
"Оператор, продавець-касир АЗК (с. Мислова)",WOG,Підволочиськ,https://grc.ua/vacancies/69941257
"Оператор, продавець-касир АЗК",WOG,Ратне,https://grc.ua/vacancies/69941259
"Помічник оператора АЗК, Заправник (Нерубайське)",WOG,Одеса,https://grc.ua/vacancies/69941261
"Оператор, продавець-касир АЗК",WOG,Тернопіль,https://grc.ua/vacancies/69941262
"Помічник оператора АЗК, Заправник (Коротич)",WOG,Харків,https://grc.ua/vacancies/69941237
"Оператор, продавець-касир АЗК (Золоті Ключі)",WOG,Дніпро,https://grc.ua/vacancies/69941249
"Оператор, продавець- касир АЗК",WOG,Збараж,https://grc.ua/vacancies/69941300
"Оператор, продавець-касир АЗК (с. Тереблече)",WOG,Глибока,https://grc.ua/vacancies/69941279
"Оператор, продавець-касир АЗК (Мостиська)",WOG,Мостиська,https://grc.ua/vacancies/69941278
"Оператор, продавець-касир АЗК (Дрогобич)",WOG,Дрогобич,https://grc.ua/vacancies/69941277
"Оператор, продавець-касир АЗК (с. Сапіжанка)",WOG,Львів,https://grc.ua/vacancies/69941276
"Оператор, продавець-касир АЗК (Кобеляки)",WOG,Кобеляки,https://grc.ua/vacancies/69941253
"Оператор, продавець-касир АЗК",WOG,Долина,https://grc.ua/vacancies/69941258
"Оператор, продавець-касир АЗК (Залещики)",WOG,Чернівці,https://grc.ua/vacancies/69941260
"Помічник оператора АЗК, заправник (вул. Городоцька)",WOG,Львів,https://grc.ua/vacancies/69941297
"Оператор, продавець-касир АЗК",WOG,Тячів,https://grc.ua/vacancies/69941282
"Помічник оператора АЗК, Заправник (вул. Серьогіна, 2а)",WOG,Полтава,https://grc.ua/vacancies/69941285
"Оператор, продавець-касир АЗК",WOG,Єланець,https://grc.ua/vacancies/69941288
"Оператор, продавець-касир АЗК (Лівий берег)",WOG,Дніпро,https://grc.ua/vacancies/69941292
"Оператор, продавець-касир АЗК (с. Супрунівка)",WOG,Полтава,https://grc.ua/vacancies/69941296
"Оператор, продавець - касир АЗК (с. Зайчівське)",WOG,Миколаїв,https://grc.ua/vacancies/69941298
"Оператор, продавець-касир АЗК (Пирятин)",WOG,Пирятин,https://grc.ua/vacancies/69941295
"Помічник оператора АЗК, Заправник",WOG,Новомосковськ (Дніпропетровська область),https://grc.ua/vacancies/69941304
"Оператор, продавець-касир АЗК (с. Угринів)",WOG,Івано-Франківськ,https://grc.ua/vacancies/69941281
"Оператор, продавець-касир АЗК (Правий берег)",WOG,Дніпро,https://grc.ua/vacancies/69941290
"Помічник оператора АЗК, Заправник (пр. Миру, 8А)",WOG,Полтава,https://grc.ua/vacancies/69941303
"Оператор, продавець-касир АЗК (с. Ямниця)",WOG,Івано-Франківськ,https://grc.ua/vacancies/69941280
"Оператор, продавець - касир АЗК (без досвіду роботи)",WOG,Житомир,https://grc.ua/vacancies/69941284
"Помічник оператора АЗК, Заправник (Кобеляки)",WOG,Кобеляки,https://grc.ua/vacancies/69941286
"Помічник оператора АЗК, Заправник (Лівий берег)",WOG,Дніпро,https://grc.ua/vacancies/69941307
Оператор на нафтобазу (навчаємо),WOG,Луцьк,https://grc.ua/vacancies/69941306
"Оператор, продавець-касир АЗК (Лобойківка)",WOG,Кам'янське,https://grc.ua/vacancies/69941305
Керуючий магазином,VARUS,Жовті Води,https://grc.ua/vacancies/69940482
Торговий представник,ФОП Зуб'як І.Б.,Хмельницький,https://grc.ua/vacancies/69937760
Торговий представник,ФОП Зуб'як І.Б.,Івано-Франківськ,https://grc.ua/vacancies/69937757
Торговий представник,ФОП Зуб'як І.Б.,Чернівці,https://grc.ua/vacancies/69937758
Менеджер по роботі з клієнтами,0112 GROUP,"Дніпро, вулиця Костомарівська, 8",https://grc.ua/vacancies/69939754
Менеджер з продажу,0112 GROUP,"Дніпро, вулиця Костомарівська, 8",https://grc.ua/vacancies/69939760
"Сомельє м'ясний, продавець (Іподром)","МХП, агроіндустріальний холдинг",Київ,https://grc.ua/vacancies/69940709
Фахівець із сертифікації ISCC,"МХП, агроіндустріальний холдинг",Київ,https://grc.ua/vacancies/69940721
Менеджер з продажу (франчезі),"МХП, агроіндустріальний холдинг",Івано-Франківськ,https://grc.ua/vacancies/69940730
"Продавець, кухар фаст-фуду (ТЦ Gulliver)","МХП, агроіндустріальний холдинг",Київ,https://grc.ua/vacancies/69940710
Менеджер зі створення локацій роздрібної мережі,"МХП, агроіндустріальний холдинг",Київ,https://grc.ua/vacancies/69940713
Менеджер з розвитку експортних ринків,"МХП, агроіндустріальний холдинг",Київ,https://grc.ua/vacancies/69940715
Менеджер з продажу (національні мережі),"МХП, агроіндустріальний холдинг",Харків,https://grc.ua/vacancies/69940792
"Продавець, кухар фаст-фуду","МХП, агроіндустріальний холдинг",Вінниця,https://grc.ua/vacancies/69940795
"Продавець, сомельє м’ясний (Солом'янський район)","МХП, агроіндустріальний холдинг",Київ,https://grc.ua/vacancies/69940796
"Сомельє м'ясний, продавець (ЖД Дарниця)","МХП, агроіндустріальний холдинг",Київ,https://grc.ua/vacancies/69940814
Територіальний менеджер по роботі з дистриб'юторами МКВ,"МХП, агроіндустріальний холдинг",Київ,https://grc.ua/vacancies/69940789
Категорійний менеджер (фаст-фуд),"МХП, агроіндустріальний холдинг",Київ,https://grc.ua/vacancies/69940809
"Продавець, сомельє м'ясний","МХП, агроіндустріальний холдинг",Буча,https://grc.ua/vacancies/69940939
Менеджер з запуску торгових точок,"МХП, агроіндустріальний холдинг",Ужгород,https://grc.ua/vacancies/69940934
Менеджер із запуску торгових точок,"МХП, агроіндустріальний холдинг",Львів,https://grc.ua/vacancies/69940918
"Продавець, кухар фаст-фуду (ТРЦ Ретровіль)","МХП, агроіндустріальний холдинг",Київ,https://grc.ua/vacancies/69940882
"Продавець, сомельє м'ясний (Осокорки)","МХП, агроіндустріальний холдинг",Київ,https://grc.ua/vacancies/69940840
Продавець-касир (Воскресенка),Novus,Київ,https://grc.ua/vacancies/69942494
Продавець (у Вишневе з проживанням),Novus,Вінниця,https://grc.ua/vacancies/69942496
Продавець (у Вишневе з проживанням),Novus,Чернігів,https://grc.ua/vacancies/69942497
Продавець за прилавок (Робота в Києві),Novus,Обухів,https://grc.ua/vacancies/69942425
Продавець за прилавок (Позняки),Novus,Київ,https://grc.ua/vacancies/69942432
Менеджер по роботі з торговими мережами,Ярослав,"Киев, Автозаводская улица, 2",https://grc.ua/vacancies/69940591
Продавець у магазин розливного пива,Укр-кег,Вінниця,https://grc.ua/vacancies/69942422
Продавець у магазин розливного пива,Укр-кег,Теребовля,https://grc.ua/vacancies/69942421
Продавець у магазин розливного пива,Укр-кег,Хмельницький,https://grc.ua/vacancies/69942423
Продавець-консультант,Укр-кег,Хмельницький,https://grc.ua/vacancies/69942424
Торговий представник,Ваш ЛАВаш,Мукачеве,https://grc.ua/vacancies/69941140
Продавець-консультант (вул. Солом'янська),Novus,Київ,https://grc.ua/vacancies/69942396
"Продавець за прилавок (м. Теремки, парк Феофінія)",Novus,Київ,https://grc.ua/vacancies/69942412
"Продавець-консультант (м. Теремки, парк Феофанія)",Novus,Київ,https://grc.ua/vacancies/69942416
"Продавець за прилавок (вул. Липківського, 45)",Novus,Київ,https://grc.ua/vacancies/69942395
Продавець за прилавок (м. Палац спорту),Novus,Київ,https://grc.ua/vacancies/69942403
