title,company,town,link 
Директор магазину (Пасаж),Symbol,Київ,https://grc.ua/vacancies/69939045
Асистент продавця-стиліста (Дружби Народів),Symbol,Київ,https://grc.ua/vacancies/69939066
Продавець-стиліст в магазин одягу Symbol Galychyna,Symbol,Львів,https://grc.ua/vacancies/69939065
Продавець-стиліст у магазин одягу Luxury-сегменту,Symbol,Ужгород,https://grc.ua/vacancies/69939048
Продавець-стиліст (Streetwear),Symbol,Дніпро,https://grc.ua/vacancies/69939077
Старший продавець / Заступник директора магазину в м. Івано-Франівськ,Symbol,Львів,https://grc.ua/vacancies/69939117
Заступник керуючого магазину,Symbol,Івано-Франківськ,https://grc.ua/vacancies/69939118
Заступник керуючої магазину в м. Дніпро,Symbol,Дніпро,https://grc.ua/vacancies/69939096
"Продавець-стиліст в магазин одягу, взуття та аксесуарів сегменту Люкс",Symbol,Дніпро,https://grc.ua/vacancies/69939076
Продавець-стиліст (чоловічий асортимент),Symbol,Київ,https://grc.ua/vacancies/69939073
Асистент продавця-стиліста в магазин одягу luxury сегменту,Symbol,Дніпро,https://grc.ua/vacancies/69939079
"Асистент продавця-стилiста (ТРЦ ""Мануфактура"")",Symbol,Київ,https://grc.ua/vacancies/69939072
Продавець-стиліст в магазин хутра (Symbol Fur),Symbol,Київ,https://grc.ua/vacancies/69939083
Асистент продавця-стилiста,Symbol,Одеса,https://grc.ua/vacancies/69939105
Асистент продавця-стиліста,Symbol,Запоріжжя,https://grc.ua/vacancies/69939094
Продавець-стиліст (Off-White),Symbol,Київ,https://grc.ua/vacancies/69939085
Керуючий магазином в м. Івано-Франківськ,Symbol,Львів,https://grc.ua/vacancies/69939115
Керуючий магазином в м.Івано-Франківськ,Symbol,Київ,https://grc.ua/vacancies/69939114
Агент торговельний (область),Bayadera Group,Тернопіль,https://grc.ua/vacancies/69938859
Комерційний директор,Bayadera Group,Київ,https://grc.ua/vacancies/69938854
Агент Торговельний з авто (м. Кам'янське),Bayadera Group,Кам'янське,https://grc.ua/vacancies/69938851
Менеджер з продажу,Kevin,Київ,https://grc.ua/vacancies/69938841
Продавець-касир (5012) ТРЦ Дафі,EVA – лінія магазинів,Харків,https://grc.ua/vacancies/69938826
Продавець-касир (1423),EVA – лінія магазинів,Ічня,https://grc.ua/vacancies/69938618
Продавець-касир (відрядження),EVA – лінія магазинів,Вінниця,https://grc.ua/vacancies/69938834
Продавець-касир (1604) м. Луцьк,EVA – лінія магазинів,Луцьк,https://grc.ua/vacancies/69938825
"Product researcher, analyst (Amazon)",ProfitOpt,Одеса,https://grc.ua/vacancies/69938556
Продавець-касир (3347),EVA – лінія магазинів,Бориспіль,https://grc.ua/vacancies/69938813
Продавець-касир (713),EVA – лінія магазинів,Звягель,https://grc.ua/vacancies/69938796
Продавець-касир (375) (Петропавлівська Борщагівка),EVA – лінія магазинів,Київ,https://grc.ua/vacancies/69938811
Продавець-касир (712),EVA – лінія магазинів,Звягель,https://grc.ua/vacancies/69938797
"Продавець-касир (3026, м. Вирлиця)",EVA – лінія магазинів,Київ,https://grc.ua/vacancies/69938802
Продавець-касир,EVA – лінія магазинів,Дрогобич,https://grc.ua/vacancies/69938803
"Продавець-касир на 0,5 ставки (1805)",EVA – лінія магазинів,Хмельницький,https://grc.ua/vacancies/69938814
Продавець-касир (720),EVA – лінія магазинів,Коростень,https://grc.ua/vacancies/69938780
"Продавець-касир (229,230)",EVA – лінія магазинів,Покровськ,https://grc.ua/vacancies/69938776
"Продавець-касир (3011, м. Голосіївська)",EVA – лінія магазинів,Київ,https://grc.ua/vacancies/69938753
Продавець-касир (3333),EVA – лінія магазинів,Ворзель,https://grc.ua/vacancies/69938777
Продавець-касир (3324),EVA – лінія магазинів,Калинівка,https://grc.ua/vacancies/69938778
"Продавець-касир (3025, м. Теремки)",EVA – лінія магазинів,Київ,https://grc.ua/vacancies/69938770
Продавець-касир (відрядження) (1836),EVA – лінія магазинів,Кам'янець-Подільський,https://grc.ua/vacancies/69938772
Продавець-касир (1625) м. Нововолинськ,EVA – лінія магазинів,Нововолинськ,https://grc.ua/vacancies/69938775
"Продавець-касир у магазин (10006, ТЦ Дафі)",EVA – лінія магазинів,Дніпро,https://grc.ua/vacancies/69938773
"Продавець-касир (4010, вул. Краснослобідська)",EVA – лінія магазинів,Одеса,https://grc.ua/vacancies/69938750
"Продавець-касир (352, р-н Відрадний, правий Берег)",EVA – лінія магазинів,Київ,https://grc.ua/vacancies/69938755
"Продавець-касир (403, вул. Фонтанська дорога)",EVA – лінія магазинів,Одеса,https://grc.ua/vacancies/69938757
Продавець-касир (1631),EVA – лінія магазинів,Стара Вижівка,https://grc.ua/vacancies/69938762
"Продавець-касир (452, м. Южне)",EVA – лінія магазинів,Южне,https://grc.ua/vacancies/69938749
Продавець-касир(1802),EVA – лінія магазинів,Хмельницький,https://grc.ua/vacancies/69938754
"Продавець-касир (411, пл. Грецька, ТЦ ""Афіна"")",EVA – лінія магазинів,Одеса,https://grc.ua/vacancies/69938756
Продавець-касир (1801),EVA – лінія магазинів,Хмельницький,https://grc.ua/vacancies/69938758
"Адміністратор торгового залу, продавець-касир (564) Богодухів",EVA – лінія магазинів,Богодухів,https://grc.ua/vacancies/69938763
Продавець-касир,EVA – лінія магазинів,Нові Санжари,https://grc.ua/vacancies/69938748
"Продавець-касир (317, м. Політехнічний інститут)",EVA – лінія магазинів,Київ,https://grc.ua/vacancies/69938745
"Продавець-касир (369, м. Героїв Дніпра, Мінська, лівий берег)",EVA – лінія магазинів,Київ,https://grc.ua/vacancies/69938746
"Продавець-касир (3058, ТЦ ""Інтервал Плаза"")",EVA – лінія магазинів,Київ,https://grc.ua/vacancies/69938740
"Продавець-касир (3010, м. Мінська)",EVA – лінія магазинів,Київ,https://grc.ua/vacancies/69938739
Продавець-касир (2103),EVA – лінія магазинів,Вінниця,https://grc.ua/vacancies/69938734
"Продавець-касир (3305, 3321, 3339)",EVA – лінія магазинів,Ірпінь,https://grc.ua/vacancies/69938724
Продавець-касир (5003),EVA – лінія магазинів,Харків,https://grc.ua/vacancies/69938726
"Продавець-касир (798, 796, 792, 790, 706,705, 701, 702, 700, 704, 709)",EVA – лінія магазинів,Житомир,https://grc.ua/vacancies/69938725
"Продавець-касир (3340, 3341, 377, 3331) (Софіївська Борщагівка)",EVA – лінія магазинів,Буча,https://grc.ua/vacancies/69938723
Продавець-касир,EVA – лінія магазинів,Кременчук,https://grc.ua/vacancies/69938720
Продавець-касир (в команду для відкриття нових магазинів),EVA – лінія магазинів,Житомир,https://grc.ua/vacancies/69938721
Продавець-касир (1452),EVA – лінія магазинів,Чернігів,https://grc.ua/vacancies/69938716
"Продавець-касир (3040, ТРЦ Retroville)",EVA – лінія магазинів,Київ,https://grc.ua/vacancies/69938700
Продавець-касир,EVA – лінія магазинів,Кривий Ріг,https://grc.ua/vacancies/69938704
"Продавець-касир (363, м. Святошино)",EVA – лінія магазинів,Київ,https://grc.ua/vacancies/69938702
Продавець-касир,EVA – лінія магазинів,"Кропивницький
",https://grc.ua/vacancies/69938706
"Продавець-касир (3019, м. Позняки)",EVA – лінія магазинів,Київ,https://grc.ua/vacancies/69938701
Продавець-касир,EVA – лінія магазинів,"Кропивницький
",https://grc.ua/vacancies/69938705
Продавець-касир,EVA – лінія магазинів,Сміла,https://grc.ua/vacancies/69938707
Продавець-касир,EVA – лінія магазинів,Кривий Ріг,https://grc.ua/vacancies/69938698
Продавець-касир (3041),EVA – лінія магазинів,Київ,https://grc.ua/vacancies/69938691
Молодший менеджер по роботі з клієнтами,Serenity,Київ,https://grc.ua/vacancies/69938603
Продавець-касир (714),EVA – лінія магазинів,Малин,https://grc.ua/vacancies/69938667
"Продавець-касир (354, м. Шевченка, правий берег)",EVA – лінія магазинів,Київ,https://grc.ua/vacancies/69938674
Продавець-касир,EVA – лінія магазинів,Івано-Франківськ,https://grc.ua/vacancies/69938678
"Продавець-касир, Адміністратор торгового залу (269, ТЦ ""Покровськ"")",EVA – лінія магазинів,Покровськ,https://grc.ua/vacancies/69938682
"Продавець-касир (ТРЦ ""Проспект"", м. Чернігівська)",EVA – лінія магазинів,Київ,https://grc.ua/vacancies/69938671
Продавець-касир,EVA – лінія магазинів,Коломия,https://grc.ua/vacancies/69938677
Продавець-касир,EVA – лінія магазинів,Косів,https://grc.ua/vacancies/69938679
Продавець-касир (1854) м. Рівне,EVA – лінія магазинів,Рівне,https://grc.ua/vacancies/69938665
Продавець-касир,EVA – лінія магазинів,Полтава,https://grc.ua/vacancies/69938663
"Продавець-касир (350, Соцмісто, лівий берег)",EVA – лінія магазинів,Київ,https://grc.ua/vacancies/69938662
Продавець-касир,EVA – лінія магазинів,Суми,https://grc.ua/vacancies/69938655
Продавець-касир ( в новий магазин Єва),EVA – лінія магазинів,Дніпро,https://grc.ua/vacancies/69938657
Продавець-касир (1903),EVA – лінія магазинів,Чернівці,https://grc.ua/vacancies/69938652
Продавець-касир (1821),EVA – лінія магазинів,Кам'янець-Подільський,https://grc.ua/vacancies/69938650
"Продавець-касир (3018,м. Героїв Дніпра)",EVA – лінія магазинів,Київ,https://grc.ua/vacancies/69938647
"Продавець-касир (348, м. Святошино)",EVA – лінія магазинів,Київ,https://grc.ua/vacancies/69938640
Продавець-касир (2107),EVA – лінія магазинів,Вінниця,https://grc.ua/vacancies/69938645
"Продавець-касир (326, в переході м. Житомирська)",EVA – лінія магазинів,Київ,https://grc.ua/vacancies/69938643
Продавець-касир (1827),EVA – лінія магазинів,Волочиськ,https://grc.ua/vacancies/69938644
"Продавець-касир (3032, м. Нивки)",EVA – лінія магазинів,Київ,https://grc.ua/vacancies/69938642
"Продавець-касир (438, вул. Іцхака Рабіна)",EVA – лінія магазинів,Одеса,https://grc.ua/vacancies/69938637
"Продавець-касир (406, вул. Пушкінська)",EVA – лінія магазинів,Одеса,https://grc.ua/vacancies/69938638
Продавець-касир,EVA – лінія магазинів,Світловодськ,https://grc.ua/vacancies/69938633
Продавець-касир,EVA – лінія магазинів,Умань,https://grc.ua/vacancies/69938634
Продавець-касир,EVA – лінія магазинів,Христинівка,https://grc.ua/vacancies/69938635
Продавець-касир (382),EVA – лінія магазинів,Баришівка,https://grc.ua/vacancies/69938622
"Продавець-касир (459, м. Доброслав)",EVA – лінія магазинів,Доброслав,https://grc.ua/vacancies/69938627
"Продавець-касир (336, м. Шулявська)",EVA – лінія магазинів,Київ,https://grc.ua/vacancies/69938629
Продавець-касир (1409),EVA – лінія магазинів,Бахмач,https://grc.ua/vacancies/69938620
Продавець-консультант (922),EVA – лінія магазинів,Конотоп,https://grc.ua/vacancies/69938621
Продавець-касир(914),EVA – лінія магазинів,Шостка,https://grc.ua/vacancies/69938626
"Продавець-касир (318, р-н Шевченковський, Бессарабський Майдан)",EVA – лінія магазинів,Київ,https://grc.ua/vacancies/69938615
"Продавець-касир (446, вул.Асташкіна)",EVA – лінія магазинів,Одеса,https://grc.ua/vacancies/69938610
"Продавець-касир (421, пр-т. Шевченка)",EVA – лінія магазинів,Одеса,https://grc.ua/vacancies/69938612
"Продавець-касир (454, м. Великодолинське)",EVA – лінія магазинів,Одеса,https://grc.ua/vacancies/69938611
Продавець-касир (461),EVA – лінія магазинів,Ізмаїл,https://grc.ua/vacancies/69938613
Продавець-касир (176) Покровське Дніпропетровська обл.,EVA – лінія магазинів,Дніпро,https://grc.ua/vacancies/69938609
Продавець-касир (98) Дніпропетровська обл.,EVA – лінія магазинів,Нікополь,https://grc.ua/vacancies/69938607
Продавець-касир (1812),EVA – лінія магазинів,Хмельницький,https://grc.ua/vacancies/69938601
Продавець-касир (2112),EVA – лінія магазинів,Вінниця,https://grc.ua/vacancies/69938600
Продавець-касир (701),EVA – лінія магазинів,Житомир,https://grc.ua/vacancies/69938591
Продавець-консультант (1832),EVA – лінія магазинів,Шепетівка,https://grc.ua/vacancies/69938595
Продавець-касир (1809),EVA – лінія магазинів,Хмельницький,https://grc.ua/vacancies/69938596
Продавець-касир (1922),EVA – лінія магазинів,Хотин,https://grc.ua/vacancies/69938597
Продавець-касир у новий магазин EVA (1625) м. Нововолинськ,EVA – лінія магазинів,Зарічне,https://grc.ua/vacancies/69938588
"Продавець-касир (3017, м. Олімпійська, правий берег)",EVA – лінія магазинів,Київ,https://grc.ua/vacancies/69938590
Продавець-касир,EVA – лінія магазинів,Черкаси,https://grc.ua/vacancies/69938585
Продавець-касир (1611) м. Луцьк,EVA – лінія магазинів,Луцьк,https://grc.ua/vacancies/69938584
"Продавець-касир у магазин (10003, ж/м Ігрень)",EVA – лінія магазинів,Дніпро,https://grc.ua/vacancies/69938583
Продавець-касир (1610) м. Луцьк,EVA – лінія магазинів,Луцьк,https://grc.ua/vacancies/69938579
"Продавець-касир(1855А) м. Рівне (новиий магазин EVA у ТЦ ""Екватор"")",EVA – лінія магазинів,Рівне,https://grc.ua/vacancies/69938580
Продавець-касир (1608),EVA – лінія магазинів,Луцьк,https://grc.ua/vacancies/69938578
Продавець-касир (1606),EVA – лінія магазинів,Луцьк,https://grc.ua/vacancies/69938577
Продавець-касир (113),EVA – лінія магазинів,Запоріжжя,https://grc.ua/vacancies/69938573
Продавець-касир,EVA – лінія магазинів,Перечин,https://grc.ua/vacancies/69938569
Продавець-касир (3304),EVA – лінія магазинів,Фастів,https://grc.ua/vacancies/69938570
Продавець консультант-касир (2151),EVA – лінія магазинів,Гайсин,https://grc.ua/vacancies/69938567
"Продавець-касир (311, м. Лівобережна)",EVA – лінія магазинів,Київ,https://grc.ua/vacancies/69938560
"Приймальник товару та продавець-касир (3023, м. Берестейська)",EVA – лінія магазинів,Київ,https://grc.ua/vacancies/69938561
"Продавець-касир у магазин (38, Тополь-3)",EVA – лінія магазинів,Дніпро,https://grc.ua/vacancies/69938562
"Продавець-касир (317, м. Політехнічний інститут)",EVA – лінія магазинів,Київ,https://grc.ua/vacancies/69938446
Продавець-касир (2112),EVA – лінія магазинів,Вінниця,https://grc.ua/vacancies/69938429
Продавець-консультант (922),EVA – лінія магазинів,Конотоп,https://grc.ua/vacancies/69938437
Продавець-касир (98) Дніпропетровська обл.,EVA – лінія магазинів,Нікополь,https://grc.ua/vacancies/69938439
Продавець-касир,EVA – лінія магазинів,Кременчук,https://grc.ua/vacancies/69938443
Продавець-касир (1812),EVA – лінія магазинів,Хмельницький,https://grc.ua/vacancies/69938278
Продавець-касир,EVA – лінія магазинів,Тальне,https://grc.ua/vacancies/69938532
Продавець-касир,EVA – лінія магазинів,Канів,https://grc.ua/vacancies/69938528
Продавець-касир,EVA – лінія магазинів,Кривий Ріг,https://grc.ua/vacancies/69938530
"Продавець-касир (3010, м. Мінська)",EVA – лінія магазинів,Київ,https://grc.ua/vacancies/69938546
Менеджер по роботі з клієнтами,KursyPOL,Дніпро,https://grc.ua/vacancies/69938552
Продавець-касир,EVA – лінія магазинів,Кривий Ріг,https://grc.ua/vacancies/69938531
Продавець-касир (2108),EVA – лінія магазинів,Вінниця,https://grc.ua/vacancies/69938533
Продавець-касир (564),EVA – лінія магазинів,Богодухів,https://grc.ua/vacancies/69938543
Продавець-касир (2103),EVA – лінія магазинів,Вінниця,https://grc.ua/vacancies/69938554
Продавець-касир (1903),EVA – лінія магазинів,Чернівці,https://grc.ua/vacancies/69938266
Продавець-касир (1821),EVA – лінія магазинів,Кам'янець-Подільський,https://grc.ua/vacancies/69938262
Продавець-касир (1922),EVA – лінія магазинів,Хотин,https://grc.ua/vacancies/69938250
Продавець-касир (176) Покровське Дніпропетровська обл.,EVA – лінія магазинів,Дніпро,https://grc.ua/vacancies/69938232
Продавець-касир (1809),EVA – лінія магазинів,Хмельницький,https://grc.ua/vacancies/69938246
"Продавець-касир (336,м. Шулявська)",EVA – лінія магазинів,Світловодськ,https://grc.ua/vacancies/69938211
Продавець-касир,EVA – лінія магазинів,Світловодськ,https://grc.ua/vacancies/69938237
Продавець-консультант (1832),EVA – лінія магазинів,Шепетівка,https://grc.ua/vacancies/69938245
Продавець-касир (2117),EVA – лінія магазинів,Вінниця,https://grc.ua/vacancies/69938202
Продавець-касир (1827),EVA – лінія магазинів,Волочиськ,https://grc.ua/vacancies/69938203
"Продавець-касир (3018, м. Героїв Дніпра)",EVA – лінія магазинів,Київ,https://grc.ua/vacancies/69938204
"Продавець-касир (348, м. Святошино)",EVA – лінія магазинів,Київ,https://grc.ua/vacancies/69938209
Продавець-касир,EVA – лінія магазинів,Горішні Плавні (Комсомольськ),https://grc.ua/vacancies/69938225
"Продавець-касир (3032, м. Нивки)",EVA – лінія магазинів,Київ,https://grc.ua/vacancies/69938208
Продавець-касир (914),EVA – лінія магазинів,Шостка,https://grc.ua/vacancies/69938219
Продавець-касир (239),EVA – лінія магазинів,Слов'янськ,https://grc.ua/vacancies/69938188
"Продавець-касир (354, м. Шевченка, правий берег)",EVA – лінія магазинів,Київ,https://grc.ua/vacancies/69938170
"Продавець-касир (326, в переході м. Житомирська)",EVA – лінія магазинів,Київ,https://grc.ua/vacancies/69938175
Керуючий магазином,EVA – лінія магазинів,Кривий Ріг,https://grc.ua/vacancies/69938169
Керуючий магазином,EVA – лінія магазинів,Жашків,https://grc.ua/vacancies/69938161
Продавець-касир,EVA – лінія магазинів,Коломия,https://grc.ua/vacancies/69938056
Продавець-касир,EVA – лінія магазинів,Косів,https://grc.ua/vacancies/69938063
Продавець-касир (2114),EVA – лінія магазинів,Київ,https://grc.ua/vacancies/69938072
"Продавець-касир, Адміністратор торгового залу (269, ТЦ ""Покровськ"")",EVA – лінія магазинів,Покровськ,https://grc.ua/vacancies/69938075
Продавець-касир,EVA – лінія магазинів,Івано-Франківськ,https://grc.ua/vacancies/69938060
Керуючий магазином,EVA – лінія магазинів,Коломия,https://grc.ua/vacancies/69938050
"Адміністратор торгового залу (3037, Дарницький р-н)",EVA – лінія магазинів,Київ,https://grc.ua/vacancies/69938044
Продавець-касир(2161),EVA – лінія магазинів,Тульчин,https://grc.ua/vacancies/69938527
Продавець-касир ( в новий магазин Єва),EVA – лінія магазинів,Дніпро,https://grc.ua/vacancies/69938523
Продавець-касир,EVA – лінія магазинів,Черкаси,https://grc.ua/vacancies/69938522
Продавець-касир,EVA – лінія магазинів,Львів,https://grc.ua/vacancies/69938521
Продавець-касир,EVA – лінія магазинів,Львів,https://grc.ua/vacancies/69938520
Продавець-касир,EVA – лінія магазинів,Черкаси,https://grc.ua/vacancies/69938516
Продавець-касир,EVA – лінія магазинів,Сміла,https://grc.ua/vacancies/69938509
Продавець-касир,EVA – лінія магазинів,"Кропивницький
",https://grc.ua/vacancies/69938507
Продавець-касир,EVA – лінія магазинів,Христинівка,https://grc.ua/vacancies/69938512
"Продавець-касир (406, вул. Пушкінська)",EVA – лінія магазинів,Одеса,https://grc.ua/vacancies/69938515
"Продавець-касир (3040, ТРЦ Retroville)",EVA – лінія магазинів,Київ,https://grc.ua/vacancies/69938504
Продавець-касир,EVA – лінія магазинів,Кривий Ріг,https://grc.ua/vacancies/69938506
Продавець-касир,EVA – лінія магазинів,"Кропивницький
",https://grc.ua/vacancies/69938508
Продавець-касир,EVA – лінія магазинів,Умань,https://grc.ua/vacancies/69938511
"Продавець-касир (438, вул. Іцхака Рабіна)",EVA – лінія магазинів,Одеса,https://grc.ua/vacancies/69938514
"Продавець-касир (454, м. Великодолинське)",EVA – лінія магазинів,Одеса,https://grc.ua/vacancies/69938494
"Продавець-касир (460, м. Ізмаїл)",EVA – лінія магазинів,Ізмаїл,https://grc.ua/vacancies/69938501
Продавець-касир (1628) м. Ковель,EVA – лінія магазинів,Ковель,https://grc.ua/vacancies/69938498
"Продавець-касир (459, м. Доброслав)",EVA – лінія магазинів,Доброслав,https://grc.ua/vacancies/69938495
"Продавець-касир (434, ж/м Райдужний, с. Лиманка)",EVA – лінія магазинів,Одеса,https://grc.ua/vacancies/69938499
"Продавець-касир (418, вул. Академіка Корольова)",EVA – лінія магазинів,Одеса,https://grc.ua/vacancies/69938500
Продавець-касир,EVA – лінія магазинів,Горішні Плавні (Комсомольськ),https://grc.ua/vacancies/69938483
"Продавець-касир (421, пр-т. Шевченка)",EVA – лінія магазинів,Бровари,https://grc.ua/vacancies/69938482
Продавець-касир (382),EVA – лінія магазинів,Баришівка,https://grc.ua/vacancies/69938491
"Продавець-касир (4009, вул. Маршала Говорова )",EVA – лінія магазинів,Одеса,https://grc.ua/vacancies/69938484
Продавець-касир (461),EVA – лінія магазинів,Ізмаїл,https://grc.ua/vacancies/69938488
"Продавець-касир (446, вул.Асташкіна)",EVA – лінія магазинів,Одеса,https://grc.ua/vacancies/69938493
Продавець-касир (1902),EVA – лінія магазинів,Чернівці,https://grc.ua/vacancies/69938475
Продавець-касир (3304),EVA – лінія магазинів,Фастів,https://grc.ua/vacancies/69938477
Продавець-касир (1901),EVA – лінія магазинів,Чернівці,https://grc.ua/vacancies/69938478
Продавець касир,EVA – лінія магазинів,Ужгород,https://grc.ua/vacancies/69938473
Продавець-касир (389),EVA – лінія магазинів,Боярка,https://grc.ua/vacancies/69938469
Продавець-касир (3366) (Немішаєве),EVA – лінія магазинів,Буча,https://grc.ua/vacancies/69938466
Продавець-касир (701),EVA – лінія магазинів,Житомир,https://grc.ua/vacancies/69938468
Продавець-касир (2111),EVA – лінія магазинів,Вінниця,https://grc.ua/vacancies/69938462
Продавець-касир (1807),EVA – лінія магазинів,Хмельницький,https://grc.ua/vacancies/69938461
Продавець- касир (3302),EVA – лінія магазинів,Вишгород,https://grc.ua/vacancies/69938459
Продавець-касир,EVA – лінія магазинів,Львів,https://grc.ua/vacancies/69938457
Продавець-касир (113),EVA – лінія магазинів,Запоріжжя,https://grc.ua/vacancies/69938451
"Продавець-касир у магазин (10003, ж/м Ігрень)",EVA – лінія магазинів,Дніпро,https://grc.ua/vacancies/69938452
Продавець-касир,EVA – лінія магазинів,Перечин,https://grc.ua/vacancies/69938454
Керуючий магазином (Єва) Глеваха,EVA – лінія магазинів,Київ,https://grc.ua/vacancies/69938448
Продавець-касир (1409),EVA – лінія магазинів,Бахмач,https://grc.ua/vacancies/69938436
Продавець-касир,EVA – лінія магазинів,Дрогобич,https://grc.ua/vacancies/69938440
"Продавець-касир (369, м. Героїв Дніпра, Мінська, лівий берег)",EVA – лінія магазинів,Київ,https://grc.ua/vacancies/69938447
Асистент менеджера з продажу,Kasta,Київ,https://grc.ua/vacancies/69938441
Продавець продовольчих товарів (м. Осокорки),Novus,Київ,https://grc.ua/vacancies/69938172
Касир-продавець у міні маркет (м. Печерська),Novus,Київ,https://grc.ua/vacancies/69938168
Продавець за прилавок (Теремки-2),Novus,Київ,https://grc.ua/vacancies/69938164
Продавець-консультант на овочі (Дарницький район),Novus,Київ,https://grc.ua/vacancies/69938167
Старший касир в супермаркет (с. Іподром),Novus,Київ,https://grc.ua/vacancies/69938160
Продавець-консультант на відділ алкоголю (Лівобережна),Novus,Київ,https://grc.ua/vacancies/69938165
Продавець за прилавок (Позняки),Novus,Київ,https://grc.ua/vacancies/69938166
Касир в супермаркет (Теремки-2),Novus,Київ,https://grc.ua/vacancies/69938157
"Старший касир в супермаркет (м. Теремки, парк Феофанія)",Novus,Київ,https://grc.ua/vacancies/69938152
"Касир в супермаркет (Кришталеві Джерела, м. Теремки)",Novus,Київ,https://grc.ua/vacancies/69938154
"Старший касир-адміністратор в супермаркет (м. Іподром, Теремки-2)",Novus,Київ,https://grc.ua/vacancies/69938155
Продавець за прилавок (Троєщина),Novus,Київ,https://grc.ua/vacancies/69938148
Касир КСО в супермаркет (Теремки-2),Novus,Київ,https://grc.ua/vacancies/69938142
Продавець за прилавок (м ВДНГ),Novus,Київ,https://grc.ua/vacancies/69938143
Касир-продавець (Теремки-2),Novus,Київ,https://grc.ua/vacancies/69938145
Продавець (Харківський масив),Novus,Київ,https://grc.ua/vacancies/69938140
Продавець-консультант (Дарницький район),Novus,Київ,https://grc.ua/vacancies/69938139
Касир (Голосіївський район),Novus,Київ,https://grc.ua/vacancies/69938133
Товарознавець (Солом'янський район),Novus,Київ,https://grc.ua/vacancies/69938137
Продавець за прилавок в кулінарію (Голосіївський район),Novus,Київ,https://grc.ua/vacancies/69938134
Фахівець з м'яса (м. Виставковий центр),Novus,Київ,https://grc.ua/vacancies/69938135
"Продавець-консультант на викладку товару в Мі-Маркет (Виноградар, Оболонь; неповний день)",Novus,Київ,https://grc.ua/vacancies/69938136
"Продавець-консультант (м. Теремки, парк Феофанія)",Novus,Київ,https://grc.ua/vacancies/69938130
Касир (Новосілки),Novus,Київ,https://grc.ua/vacancies/69938131
"Касир в супермаркет (м. Теремки, парк Феофінія)",Novus,Київ,https://grc.ua/vacancies/69938128
"Продавець за прилавок (м. Теремки, парк Феофінія)",Novus,Київ,https://grc.ua/vacancies/69938127
"Касир в супермаркет (ВДНГ, Ломоносова) студент",Novus,Київ,https://grc.ua/vacancies/69938126
Продавець за прилавок (Оболонь),Novus,Київ,https://grc.ua/vacancies/69938125
Продавець в овочевий відділ (м. Лівобережна),Novus,Київ,https://grc.ua/vacancies/69938105
Касир,Novus,Київ,https://grc.ua/vacancies/69938123
"Касир-інфо в супермаркет (м. Іподром, Теремки-2)",Novus,Київ,https://grc.ua/vacancies/69938124
Продавець за прилавок ( Новосілки),Novus,Київ,https://grc.ua/vacancies/69938111
Фахівець з м'яса (м. Виставковий центр),Novus,Київ,https://grc.ua/vacancies/69938122
"Касир-інфо в супермаркет (ВДНГ, Ломоносова)",Novus,Київ,https://grc.ua/vacancies/69938115
"Продавець за прилавок (м. Голосіївська, м. Деміївська)",Novus,Київ,https://grc.ua/vacancies/69938116
Касир (ВДНГ),Novus,Київ,https://grc.ua/vacancies/69938118
"Продавець-консультант (Райвідділ, м. Деміївська)",Novus,Київ,https://grc.ua/vacancies/69938119
"Продавець-консультант на овочі (Ломоносова, ВДНГ)",Novus,Київ,https://grc.ua/vacancies/69938107
Продавець-консультант (ВДНГ),Novus,Київ,https://grc.ua/vacancies/69938110
Продавець-консультант на овочі (м. Виставковий центр),Novus,Київ,https://grc.ua/vacancies/69938113
Старший касир в супермаркет (м. Іподром),Novus,Київ,https://grc.ua/vacancies/69938114
Продавець-консультант (Солом'янський район),Novus,Київ,https://grc.ua/vacancies/69938094
Продавець за прилавок (Чоколівський бульвар),Novus,Київ,https://grc.ua/vacancies/69938096
Старший касир в супермаркет (Шевченківський район),Novus,Київ,https://grc.ua/vacancies/69938065
Продавець продовольчих товарів (Мобільна група),Novus,Київ,https://grc.ua/vacancies/69938067
Продавець за прилавок (м. Вокзальна),Novus,Київ,https://grc.ua/vacancies/69938089
Касир (м. Хрещатик),Novus,Київ,https://grc.ua/vacancies/69938092
Продавець за прилавок ( Оболонь ),Novus,Коломия,https://grc.ua/vacancies/69938055
Продавець-касир (Мобільна група),Novus,Київ,https://grc.ua/vacancies/69938066
Касир інфоцентру (Повітрофлотський проспект),Novus,Київ,https://grc.ua/vacancies/69938079
Касир каси самообслуговування (м. Палац спорту),Novus,Київ,https://grc.ua/vacancies/69938083
Продавець продовольчих товарів (м. Лівобережна),Novus,Київ,https://grc.ua/vacancies/69938088
Касир інфоцентру (м.Вокзальна),Novus,Київ,https://grc.ua/vacancies/69938082
Продавець-консультант (м. Вокзальна),Novus,Київ,https://grc.ua/vacancies/69938084
Продавець-консультант (Бесарабська площа),Novus,Київ,https://grc.ua/vacancies/69938085
Продавець-консультант,Novus,Київ,https://grc.ua/vacancies/69938057
Продавець-консультант ( м.Осокорки ),Novus,Київ,https://grc.ua/vacancies/69938058
Касир торговельного залу ( Оболонь ),Novus,Київ,https://grc.ua/vacancies/69938061
Продавець за прилавок (Райдужний масив),Novus,Київ,https://grc.ua/vacancies/69938054
Продавець-консультант овочевий відділ (Дніпровський район),Novus,Київ,https://grc.ua/vacancies/69938051
